parcel_id,slr_cm,storm,depth_m,duration_hr,wave_ht_m,slr_m,ADDRESS,ZIP OR POSTAL CODE
5,175,avg,0,0,0,1.75,4700 Sandyland Rd #47,93013
5,175,100yr,76,24.848215103149414,0.015977153554558754,1.75,4700 Sandyland Rd #47,93013
5,200,avg,0,0,0,2,4700 Sandyland Rd #47,93013
5,200,100yr,92,24.848215103149414,0.015977153554558754,2,4700 Sandyland Rd #47,93013
5,500,avg,343.1123962402344,24.24680519104004,0.4530590772628784,5,4700 Sandyland Rd #47,93013
5,500,100yr,377,24.256132125854492,1.6256500482559204,5,4700 Sandyland Rd #47,93013
6,0,avg,0,0,0,0,4755 Sandyland Rd #7,93013
6,0,100yr,0,0,0,0,4755 Sandyland Rd #7,93013
6,25,avg,0,0,0,0.25,4755 Sandyland Rd #7,93013
6,25,100yr,0,0,0,0.25,4755 Sandyland Rd #7,93013
6,50,avg,0,0,0,0.5,4755 Sandyland Rd #7,93013
6,50,100yr,0,0,0,0.5,4755 Sandyland Rd #7,93013
6,75,avg,0,0,0,0.75,4755 Sandyland Rd #7,93013
6,75,100yr,0,0,0,0.75,4755 Sandyland Rd #7,93013
6,100,avg,0,0,0,1,4755 Sandyland Rd #7,93013
6,100,100yr,0,0,0,1,4755 Sandyland Rd #7,93013
6,125,avg,14.459999084472656,17.954519271850586,0.07221017777919769,1.25,4755 Sandyland Rd #7,93013
6,125,100yr,43,21.279233932495117,0.23312850296497345,1.25,4755 Sandyland Rd #7,93013
6,150,avg,56.314308166503906,17.954519271850586,0.07222576439380646,1.5,4755 Sandyland Rd #7,93013
6,150,100yr,89,21.279233932495117,0.23312850296497345,1.5,4755 Sandyland Rd #7,93013
6,175,avg,52.314308166503906,24.049726486206055,0.08371743559837341,1.75,4755 Sandyland Rd #7,93013
6,175,100yr,116,24.850000381469727,0.2681858241558075,1.75,4755 Sandyland Rd #7,93013
6,200,avg,51.24706268310547,24.049726486206055,0.08369730412960052,2,4755 Sandyland Rd #7,93013
6,200,100yr,138,24.850000381469727,0.2681858241558075,2,4755 Sandyland Rd #7,93013
6,500,avg,366.3341369628906,24.47293472290039,0.4594820439815521,5,4755 Sandyland Rd #7,93013
6,500,100yr,400,24.49994468688965,1.9928323030471802,5,4755 Sandyland Rd #7,93013
7,0,avg,0,0,0,0,4975 Sandyland Rd #107,93013
7,0,100yr,0,0,0,0,4975 Sandyland Rd #107,93013
7,25,avg,0,0,0,0.25,4975 Sandyland Rd #107,93013
7,25,100yr,17,8.055525779724121,0.11309144645929337,0.25,4975 Sandyland Rd #107,93013
7,50,avg,0,0,0,0.5,4975 Sandyland Rd #107,93013
7,50,100yr,7,8.055525779724121,0.11309144645929337,0.5,4975 Sandyland Rd #107,93013
7,75,avg,0,0,0,0.75,4975 Sandyland Rd #107,93013
7,75,100yr,30,8.482233047485352,0.1864231526851654,0.75,4975 Sandyland Rd #107,93013
7,100,avg,0,0,0,1,4975 Sandyland Rd #107,93013
7,100,100yr,37,8.482233047485352,0.1864231526851654,1,4975 Sandyland Rd #107,93013
7,125,avg,36.624149322509766,13.190064430236816,0.1319635659456253,1.25,4975 Sandyland Rd #107,93013
7,125,100yr,91,18.052106857299805,0.2637998163700104,1.25,4975 Sandyland Rd #107,93013
7,150,avg,68.67619323730469,13.190064430236816,0.13186025619506836,1.5,4975 Sandyland Rd #107,93013
7,150,100yr,143,18.052106857299805,0.2637998163700104,1.5,4975 Sandyland Rd #107,93013
7,175,avg,42.425777435302734,21.615827560424805,0.18664367496967316,1.75,4975 Sandyland Rd #107,93013
7,175,100yr,154,23.373985290527344,0.5166115164756775,1.75,4975 Sandyland Rd #107,93013
7,200,avg,40.695411682128906,21.615827560424805,0.18673358857631683,2,4975 Sandyland Rd #107,93013
7,200,100yr,180,23.373985290527344,0.5166115164756775,2,4975 Sandyland Rd #107,93013
7,500,avg,326.3166809082031,24.340784072875977,0.45641979575157166,5,4975 Sandyland Rd #107,93013
7,500,100yr,358,24.351350784301758,2.093552827835083,5,4975 Sandyland Rd #107,93013
8,0,avg,0,0,0,0,4950 Sandyland #120,93013
8,0,100yr,13,4.465486526489258,0.00546693941578269,0,4950 Sandyland #120,93013
8,25,avg,0,0,0,0.25,4950 Sandyland #120,93013
8,25,100yr,0,0,0,0.25,4950 Sandyland #120,93013
8,50,avg,0,0,0,0.5,4950 Sandyland #120,93013
8,50,100yr,0,0,0,0.5,4950 Sandyland #120,93013
8,75,avg,0,0,0,0.75,4950 Sandyland #120,93013
8,75,100yr,7,5.91995906829834,0.054980017244815826,0.75,4950 Sandyland #120,93013
8,100,avg,0,0,0,1,4950 Sandyland #120,93013
8,100,100yr,18,5.91995906829834,0.054980017244815826,1,4950 Sandyland #120,93013
8,125,avg,8.994142532348633,14.571115493774414,0.03137650713324547,1.25,4950 Sandyland #120,93013
8,125,100yr,66,20.80668067932129,0.06975175440311432,1.25,4950 Sandyland #120,93013
8,150,avg,33.994140625,14.571115493774414,0.03136831521987915,1.5,4950 Sandyland #120,93013
8,150,100yr,114,20.80668067932129,0.06975175440311432,1.5,4950 Sandyland #120,93013
8,175,avg,0,0,0,1.75,4950 Sandyland #120,93013
8,175,100yr,119,24.734148025512695,0.11682069301605225,1.75,4950 Sandyland #120,93013
8,200,avg,0,0,0,2,4950 Sandyland #120,93013
8,200,100yr,150,24.734148025512695,0.11682069301605225,2,4950 Sandyland #120,93013
8,500,avg,376.994140625,24.15317153930664,0.45821210741996765,5,4950 Sandyland #120,93013
8,500,100yr,410,24.16423225402832,1.7895972728729248,5,4950 Sandyland #120,93013
9,0,avg,0,0,0,0,4950 Sandyland Rd #226,93013
9,0,100yr,13,4.465486526489258,0.00546693941578269,0,4950 Sandyland Rd #226,93013
9,25,avg,0,0,0,0.25,4950 Sandyland Rd #226,93013
9,25,100yr,0,0,0,0.25,4950 Sandyland Rd #226,93013
9,50,avg,0,0,0,0.5,4950 Sandyland Rd #226,93013
9,50,100yr,0,0,0,0.5,4950 Sandyland Rd #226,93013
9,75,avg,0,0,0,0.75,4950 Sandyland Rd #226,93013
9,75,100yr,7,5.91995906829834,0.054980017244815826,0.75,4950 Sandyland Rd #226,93013
9,100,avg,0,0,0,1,4950 Sandyland Rd #226,93013
9,100,100yr,18,5.91995906829834,0.054980017244815826,1,4950 Sandyland Rd #226,93013
9,125,avg,8.994142532348633,14.571115493774414,0.03137650713324547,1.25,4950 Sandyland Rd #226,93013
9,125,100yr,66,20.80668067932129,0.06975175440311432,1.25,4950 Sandyland Rd #226,93013
9,150,avg,33.994140625,14.571115493774414,0.03136831521987915,1.5,4950 Sandyland Rd #226,93013
9,150,100yr,114,20.80668067932129,0.06975175440311432,1.5,4950 Sandyland Rd #226,93013
9,175,avg,0,0,0,1.75,4950 Sandyland Rd #226,93013
9,175,100yr,119,24.734148025512695,0.11682069301605225,1.75,4950 Sandyland Rd #226,93013
9,200,avg,0,0,0,2,4950 Sandyland Rd #226,93013
9,200,100yr,150,24.734148025512695,0.11682069301605225,2,4950 Sandyland Rd #226,93013
9,500,avg,376.994140625,24.15317153930664,0.45821210741996765,5,4950 Sandyland Rd #226,93013
9,500,100yr,410,24.16423225402832,1.7895972728729248,5,4950 Sandyland Rd #226,93013
10,0,avg,0,0,0,0,4700 Sandyland #48,93013
10,0,100yr,0,0,0,0,4700 Sandyland #48,93013
10,25,avg,0,0,0,0.25,4700 Sandyland #48,93013
10,25,100yr,0,0,0,0.25,4700 Sandyland #48,93013
10,50,avg,0,0,0,0.5,4700 Sandyland #48,93013
10,50,100yr,0,0,0,0.5,4700 Sandyland #48,93013
10,75,avg,0,0,0,0.75,4700 Sandyland #48,93013
10,75,100yr,0,0,0,0.75,4700 Sandyland #48,93013
10,100,avg,0,0,0,1,4700 Sandyland #48,93013
10,100,100yr,0,0,0,1,4700 Sandyland #48,93013
10,125,avg,0,0,0,1.25,4700 Sandyland #48,93013
10,125,100yr,6,22.72588348388672,0,1.25,4700 Sandyland #48,93013
10,150,avg,2.996467113494873,22.77692222595215,0,1.5,4700 Sandyland #48,93013
10,150,100yr,59,22.72588348388672,0,1.5,4700 Sandyland #48,93013
10,175,avg,0,0,0,1.75,4700 Sandyland #48,93013
10,175,100yr,74,24.84990882873535,0.017544973641633987,1.75,4700 Sandyland #48,93013
10,200,avg,0,0,0,2,4700 Sandyland #48,93013
10,200,100yr,90,24.84990882873535,0.017544973641633987,2,4700 Sandyland #48,93013
10,500,avg,340.1131896972656,24.233671188354492,0.452100545167923,5,4700 Sandyland #48,93013
10,500,100yr,374,24.243104934692383,1.6024729013442993,5,4700 Sandyland #48,93013
11,0,avg,0,0,0,0,4925 Sandyland Rd #F,93013
11,0,100yr,0,0,0,0,4925 Sandyland Rd #F,93013
11,25,avg,0,0,0,0.25,4925 Sandyland Rd #F,93013
11,25,100yr,0,0,0,0.25,4925 Sandyland Rd #F,93013
11,50,avg,0,0,0,0.5,4925 Sandyland Rd #F,93013
11,50,100yr,0,0,0,0.5,4925 Sandyland Rd #F,93013
11,75,avg,0,0,0,0.75,4925 Sandyland Rd #F,93013
11,75,100yr,0,0,0,0.75,4925 Sandyland Rd #F,93013
11,100,avg,0,0,0,1,4925 Sandyland Rd #F,93013
11,100,100yr,0,0,0,1,4925 Sandyland Rd #F,93013
11,125,avg,0,0,0,1.25,4925 Sandyland Rd #F,93013
11,125,100yr,47,16.912771224975586,0.38218921422958374,1.25,4925 Sandyland Rd #F,93013
11,150,avg,26.701637268066406,10.590014457702637,0.14222228527069092,1.5,4925 Sandyland Rd #F,93013
11,150,100yr,103,16.912771224975586,0.38218921422958374,1.5,4925 Sandyland Rd #F,93013
11,175,avg,0,0,0,1.75,4925 Sandyland Rd #F,93013
11,175,100yr,107,23.234975814819336,0.5420151352882385,1.75,4925 Sandyland Rd #F,93013
11,200,avg,0,0,0,2,4925 Sandyland Rd #F,93013
11,200,100yr,130,23.234975814819336,0.5420151352882385,2,4925 Sandyland Rd #F,93013
11,500,avg,296.653076171875,24.3093318939209,0.4572353661060333,5,4925 Sandyland Rd #F,93013
11,500,100yr,329,24.318744659423828,2.1476891040802,5,4925 Sandyland Rd #F,93013
12,0,avg,0,0,0,0,4825 Sandyland Rd #6,93013
12,0,100yr,2,3.7954721450805664,0.043229516595602036,0,4825 Sandyland Rd #6,93013
12,25,avg,0,0,0,0.25,4825 Sandyland Rd #6,93013
12,25,100yr,0,0,0,0.25,4825 Sandyland Rd #6,93013
12,50,avg,0,0,0,0.5,4825 Sandyland Rd #6,93013
12,50,100yr,0,0,0,0.5,4825 Sandyland Rd #6,93013
12,75,avg,0,0,0,0.75,4825 Sandyland Rd #6,93013
12,75,100yr,0,0,0,0.75,4825 Sandyland Rd #6,93013
12,100,avg,0,0,0,1,4825 Sandyland Rd #6,93013
12,100,100yr,0,0,0,1,4825 Sandyland Rd #6,93013
12,125,avg,1.7458558082580566,16.155263900756836,0,1.25,4825 Sandyland Rd #6,93013
12,125,100yr,44,19.36138916015625,0.19813835620880127,1.25,4825 Sandyland Rd #6,93013
12,150,avg,34.852622985839844,16.183168411254883,0.06118861585855484,1.5,4825 Sandyland Rd #6,93013
12,150,100yr,97,19.36138916015625,0.19813835620880127,1.5,4825 Sandyland Rd #6,93013
12,175,avg,15.85262393951416,22.607887268066406,0.059245381504297256,1.75,4825 Sandyland Rd #6,93013
12,175,100yr,107,24.778568267822266,0.22619840502738953,1.75,4825 Sandyland Rd #6,93013
12,200,avg,14.85262393951416,22.607887268066406,0.059193119406700134,2,4825 Sandyland Rd #6,93013
12,200,100yr,127,24.778568267822266,0.22619840502738953,2,4825 Sandyland Rd #6,93013
12,500,avg,360.45220947265625,24.42416000366211,0.46535569429397583,5,4825 Sandyland Rd #6,93013
12,500,100yr,396,24.421083450317383,2.0353615283966064,5,4825 Sandyland Rd #6,93013
13,0,avg,0,0,0,0,4700 Sandyland Rd #8,93013
13,0,100yr,0,0,0,0,4700 Sandyland Rd #8,93013
13,25,avg,0,0,0,0.25,4700 Sandyland Rd #8,93013
13,25,100yr,0,0,0,0.25,4700 Sandyland Rd #8,93013
13,50,avg,0,0,0,0.5,4700 Sandyland Rd #8,93013
13,50,100yr,0,0,0,0.5,4700 Sandyland Rd #8,93013
13,75,avg,0,0,0,0.75,4700 Sandyland Rd #8,93013
13,75,100yr,0,0,0,0.75,4700 Sandyland Rd #8,93013
13,100,avg,0,0,0,1,4700 Sandyland Rd #8,93013
13,100,100yr,0,0,0,1,4700 Sandyland Rd #8,93013
13,125,avg,0,0,0,1.25,4700 Sandyland Rd #8,93013
13,125,100yr,10,22.43251609802246,0.028445199131965637,1.25,4700 Sandyland Rd #8,93013
13,150,avg,16.28555679321289,20.807756423950195,0.013129028491675854,1.5,4700 Sandyland Rd #8,93013
13,150,100yr,57,22.43251609802246,0.028445199131965637,1.5,4700 Sandyland Rd #8,93013
13,175,avg,7.285557746887207,23.223186492919922,0.04341984540224075,1.75,4700 Sandyland Rd #8,93013
13,175,100yr,79,24.850000381469727,0.054737430065870285,1.75,4700 Sandyland Rd #8,93013
13,200,avg,6.704864501953125,23.223186492919922,0.04347292333841324,2,4700 Sandyland Rd #8,93013
13,200,100yr,100,24.850000381469727,0.054737430065870285,2,4700 Sandyland Rd #8,93013
13,500,avg,352.2855529785156,24.294252395629883,0.452734112739563,5,4700 Sandyland Rd #8,93013
13,500,100yr,385,24.338008880615234,1.6551899909973145,5,4700 Sandyland Rd #8,93013
14,0,avg,0,0,0,0,4840 Sandyland Rd,93013
14,0,100yr,40,3.8971481323242188,4.4668203918263316e-4,0,4840 Sandyland Rd,93013
14,25,avg,0,0,0,0.25,4840 Sandyland Rd,93013
14,25,100yr,4,1.7978030443191528,8.417376666329801e-4,0.25,4840 Sandyland Rd,93013
14,50,avg,0,0,0,0.5,4840 Sandyland Rd,93013
14,50,100yr,4,1.7978030443191528,8.417376666329801e-4,0.5,4840 Sandyland Rd,93013
14,75,avg,0,0,0,0.75,4840 Sandyland Rd,93013
14,75,100yr,12,4.783808708190918,9.671528241597116e-4,0.75,4840 Sandyland Rd,93013
14,100,avg,0,0,0,1,4840 Sandyland Rd,93013
14,100,100yr,20,4.783808708190918,9.671528241597116e-4,1,4840 Sandyland Rd,93013
14,125,avg,26.5860595703125,23.816967010498047,3.2950800959952176e-4,1.25,4840 Sandyland Rd,93013
14,125,100yr,74,23.71698570251465,0.0011789642740041018,1.25,4840 Sandyland Rd,93013
14,150,avg,56.5860595703125,23.816967010498047,3.2936863135546446e-4,1.5,4840 Sandyland Rd,93013
14,150,100yr,129,23.71698570251465,0.0011789642740041018,1.5,4840 Sandyland Rd,93013
14,175,avg,37.178993225097656,22.201932907104492,0.004542222246527672,1.75,4840 Sandyland Rd,93013
14,175,100yr,138,24.779399871826172,0.0049365670420229435,1.75,4840 Sandyland Rd,93013
14,200,avg,37.178993225097656,22.201932907104492,0.0045424653217196465,2,4840 Sandyland Rd,93013
14,200,100yr,154,24.779399871826172,0.0049365670420229435,2,4840 Sandyland Rd,93013
14,500,avg,396.16571044921875,24.269319534301758,0.46403419971466064,5,4840 Sandyland Rd,93013
14,500,100yr,433,24.27733039855957,1.7575292587280273,5,4840 Sandyland Rd,93013
15,0,avg,0,0,0,0,4700 Sandyland Rd #12,93013
15,0,100yr,0,0,0,0,4700 Sandyland Rd #12,93013
15,25,avg,0,0,0,0.25,4700 Sandyland Rd #12,93013
15,25,100yr,0,0,0,0.25,4700 Sandyland Rd #12,93013
15,50,avg,0,0,0,0.5,4700 Sandyland Rd #12,93013
15,50,100yr,0,0,0,0.5,4700 Sandyland Rd #12,93013
15,75,avg,0,0,0,0.75,4700 Sandyland Rd #12,93013
15,75,100yr,0,0,0,0.75,4700 Sandyland Rd #12,93013
15,100,avg,0,0,0,1,4700 Sandyland Rd #12,93013
15,100,100yr,0,0,0,1,4700 Sandyland Rd #12,93013
15,125,avg,0,0,0,1.25,4700 Sandyland Rd #12,93013
15,125,100yr,11,22.371780395507812,4.3883532634936273e-4,1.25,4700 Sandyland Rd #12,93013
15,150,avg,11.57075309753418,21.77043342590332,1.884715456981212e-4,1.5,4700 Sandyland Rd #12,93013
15,150,100yr,60,22.371780395507812,4.3883532634936273e-4,1.5,4700 Sandyland Rd #12,93013
15,175,avg,0,0,0,1.75,4700 Sandyland Rd #12,93013
15,175,100yr,79,24.849143981933594,0.016059881076216698,1.75,4700 Sandyland Rd #12,93013
15,200,avg,0,0,0,2,4700 Sandyland Rd #12,93013
15,200,100yr,97,24.849143981933594,0.016059881076216698,2,4700 Sandyland Rd #12,93013
15,500,avg,348.57073974609375,24.27797508239746,0.45328930020332336,5,4700 Sandyland Rd #12,93013
15,500,100yr,382,24.30168342590332,1.6518217325210571,5,4700 Sandyland Rd #12,93013
16,0,avg,0,0,0,0,4950 Sandyland Rd #224,93013
16,0,100yr,13,4.465486526489258,0.00546693941578269,0,4950 Sandyland Rd #224,93013
16,25,avg,0,0,0,0.25,4950 Sandyland Rd #224,93013
16,25,100yr,0,0,0,0.25,4950 Sandyland Rd #224,93013
16,50,avg,0,0,0,0.5,4950 Sandyland Rd #224,93013
16,50,100yr,0,0,0,0.5,4950 Sandyland Rd #224,93013
16,75,avg,0,0,0,0.75,4950 Sandyland Rd #224,93013
16,75,100yr,7,5.91995906829834,0.054980017244815826,0.75,4950 Sandyland Rd #224,93013
16,100,avg,0,0,0,1,4950 Sandyland Rd #224,93013
16,100,100yr,18,5.91995906829834,0.054980017244815826,1,4950 Sandyland Rd #224,93013
16,125,avg,8.994142532348633,14.571115493774414,0.03137650713324547,1.25,4950 Sandyland Rd #224,93013
16,125,100yr,66,20.80668067932129,0.06975175440311432,1.25,4950 Sandyland Rd #224,93013
16,150,avg,33.994140625,14.571115493774414,0.03136831521987915,1.5,4950 Sandyland Rd #224,93013
16,150,100yr,114,20.80668067932129,0.06975175440311432,1.5,4950 Sandyland Rd #224,93013
16,175,avg,0,0,0,1.75,4950 Sandyland Rd #224,93013
16,175,100yr,119,24.734148025512695,0.11682069301605225,1.75,4950 Sandyland Rd #224,93013
16,200,avg,0,0,0,2,4950 Sandyland Rd #224,93013
16,200,100yr,150,24.734148025512695,0.11682069301605225,2,4950 Sandyland Rd #224,93013
16,500,avg,376.994140625,24.15317153930664,0.45821210741996765,5,4950 Sandyland Rd #224,93013
16,500,100yr,410,24.16423225402832,1.7895972728729248,5,4950 Sandyland Rd #224,93013
17,0,avg,0,0,0,0,4709 Sandyland Rd #4,93013
17,0,100yr,0,0,0,0,4709 Sandyland Rd #4,93013
17,25,avg,0,0,0,0.25,4709 Sandyland Rd #4,93013
17,25,100yr,0,0,0,0.25,4709 Sandyland Rd #4,93013
17,50,avg,0,0,0,0.5,4709 Sandyland Rd #4,93013
17,50,100yr,0,0,0,0.5,4709 Sandyland Rd #4,93013
17,75,avg,0,0,0,0.75,4709 Sandyland Rd #4,93013
17,75,100yr,0,0,0,0.75,4709 Sandyland Rd #4,93013
17,100,avg,0,0,0,1,4709 Sandyland Rd #4,93013
17,100,100yr,1,9.744956970214844,0.34356048703193665,1,4709 Sandyland Rd #4,93013
17,125,avg,18.749065399169922,18.918657302856445,0.17202723026275635,1.25,4709 Sandyland Rd #4,93013
17,125,100yr,46,22.049537658691406,0.5596621632575989,1.25,4709 Sandyland Rd #4,93013
17,150,avg,68.914459228515625,18.918657302856445,0.17204320430755615,1.5,4709 Sandyland Rd #4,93013
17,150,100yr,95,22.049537658691406,0.5596621632575989,1.5,4709 Sandyland Rd #4,93013
17,175,avg,76.07984924316406,24.152292251586914,0.2115345448255539,1.75,4709 Sandyland Rd #4,93013
17,175,100yr,130,24.850000381469727,0.6593132019042969,1.75,4709 Sandyland Rd #4,93013
17,200,avg,73.98665618896484,24.152292251586914,0.2115144580602646,2,4709 Sandyland Rd #4,93013
17,200,100yr,153,24.850000381469727,0.6593132019042969,2,4709 Sandyland Rd #4,93013
17,500,avg,315.6086120605469,24.485912322998047,0.4631100296974182,5,4709 Sandyland Rd #4,93013
17,500,100yr,351,24.512849807739258,2.220777988433838,5,4709 Sandyland Rd #4,93013
18,0,avg,0,0,0,0,4950 Sandyland Rd #129,93013
18,0,100yr,13,4.465486526489258,0.00546693941578269,0,4950 Sandyland Rd #129,93013
18,25,avg,0,0,0,0.25,4950 Sandyland Rd #129,93013
18,25,100yr,0,0,0,0.25,4950 Sandyland Rd #129,93013
18,50,avg,0,0,0,0.5,4950 Sandyland Rd #129,93013
